emotions,genders,audio_intensity,audio_path,duration,dataset
disgust,male,normal,./data/augmented_audio\disgust_2797.wav,3.2032199546485263,crema
angry,male,normal,./data/augmented_audio\angry_2798.wav,3.0030385487528344,crema
sad,female,normal,./data/augmented_audio\sad_2799.wav,2.4691609977324265,crema
happy,male,low,./data/augmented_audio\happy_2800.wav,1.7017233560090703,crema
happy,female,normal,./data/augmented_audio\happy_2801.wav,2.03546485260771,tess
happy,female,normal,./data/augmented_audio\happy_2802.wav,1.953968253968254,tess
sad,female,normal,./data/augmented_audio\sad_2803.wav,2.2689795918367346,crema
surprised,female,normal,./data/augmented_audio\surprised_2804.wav,1.958231292517007,tess
sad,male,high,./data/augmented_audio\sad_2805.wav,3.7704761904761903,ravdess
sad,male,normal,./data/augmented_audio\sad_2806.wav,2.1354648526077096,crema
neutral,female,normal,./data/augmented_audio\neutral_2807.wav,2.1294784580498867,tess
neutral,male,normal,./data/augmented_audio\neutral_2808.wav,1.8685714285714285,crema
disgust,male,normal,./data/augmented_audio\disgust_2809.wav,2.4024036281179137,crema
happy,male,low,./data/augmented_audio\happy_2810.wav,1.7684807256235828,crema
sad,female,normal,./data/augmented_audio\sad_2811.wav,2.2356009070294784,crema
fear,male,normal,./data/augmented_audio\fear_2812.wav,2.1021315192743764,crema
disgust,female,normal,./data/augmented_audio\disgust_2813.wav,2.325532879818594,tess
angry,female,normal,./data/augmented_audio\angry_2814.wav,2.8695238095238094,crema
happy,female,low,./data/augmented_audio\happy_2815.wav,1.901904761904762,crema
disgust,male,normal,./data/augmented_audio\disgust_2816.wav,3.731655328798186,savee
angry,male,normal,./data/augmented_audio\angry_2817.wav,1.9686621315192743,crema
fear,female,normal,./data/augmented_audio\fear_2818.wav,1.6505215419501134,tess
sad,male,high,./data/augmented_audio\sad_2819.wav,2.802857142857143,crema
angry,female,normal,./data/augmented_audio\angry_2820.wav,1.6250340136054422,tess
neutral,female,high,./data/augmented_audio\neutral_2821.wav,3.8705215419501133,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2822.wav,1.9686621315192743,crema
surprised,female,normal,./data/augmented_audio\surprised_2823.wav,1.7859863945578232,tess
sad,male,high,./data/augmented_audio\sad_2824.wav,3.670340136054422,crema
happy,male,normal,./data/augmented_audio\happy_2825.wav,2.6895691609977326,savee
neutral,male,normal,./data/augmented_audio\neutral_2826.wav,2.2756009070294785,crema
happy,female,normal,./data/augmented_audio\happy_2827.wav,2.4024036281179137,crema
neutral,female,normal,./data/augmented_audio\neutral_2828.wav,1.849795918367347,tess
angry,male,low,./data/augmented_audio\angry_2829.wav,2.2689795918367346,crema
happy,female,normal,./data/augmented_audio\happy_2830.wav,1.901904761904762,crema
angry,male,normal,./data/augmented_audio\angry_2831.wav,2.73609977324263,crema
fear,female,normal,./data/augmented_audio\fear_2832.wav,1.539954648526077,tess
neutral,female,high,./data/augmented_audio\neutral_2833.wav,3.803854875283447,ravdess
fear,female,normal,./data/augmented_audio\fear_2834.wav,2.635963718820862,crema
fear,male,low,./data/augmented_audio\fear_2835.wav,2.2022222222222223,crema
neutral,female,normal,./data/augmented_audio\neutral_2836.wav,2.0946485260770977,tess
happy,female,normal,./data/augmented_audio\happy_2837.wav,2.081496598639456,tess
sad,female,normal,./data/augmented_audio\sad_2838.wav,2.802857142857143,crema
disgust,female,high,./data/augmented_audio\disgust_2839.wav,3.937278911564626,ravdess
angry,female,normal,./data/augmented_audio\angry_2840.wav,2.569251700680272,crema
happy,male,normal,./data/augmented_audio\happy_2841.wav,2.8695238095238094,crema
fear,male,high,./data/augmented_audio\fear_2842.wav,3.970657596371882,ravdess
sad,female,normal,./data/augmented_audio\sad_2843.wav,2.3023129251700682,crema
sad,male,normal,./data/augmented_audio\sad_2844.wav,3.5035374149659866,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2845.wav,4.3710657596371885,crema
sad,male,normal,./data/augmented_audio\sad_2846.wav,2.3023129251700682,crema
disgust,female,normal,./data/augmented_audio\disgust_2847.wav,2.902902494331066,crema
disgust,male,normal,./data/augmented_audio\disgust_2848.wav,2.9696598639455782,crema
angry,female,normal,./data/augmented_audio\angry_2849.wav,2.669342403628118,crema
neutral,female,normal,./data/augmented_audio\neutral_2850.wav,2.73609977324263,crema
neutral,male,normal,./data/augmented_audio\neutral_2851.wav,3.069750566893424,crema
happy,male,normal,./data/augmented_audio\happy_2852.wav,2.168843537414966,crema
neutral,male,normal,./data/augmented_audio\neutral_2853.wav,3.5303854875283447,savee
happy,female,normal,./data/augmented_audio\happy_2854.wav,1.9678004535147393,tess
neutral,male,normal,./data/augmented_audio\neutral_2855.wav,3.0136507936507937,savee
angry,female,normal,./data/augmented_audio\angry_2856.wav,1.4751927437641723,tess
happy,female,high,./data/augmented_audio\happy_2857.wav,3.7704761904761903,ravdess
surprised,female,normal,./data/augmented_audio\surprised_2858.wav,2.021315192743764,tess
happy,male,normal,./data/augmented_audio\happy_2859.wav,2.6026303854875286,crema
happy,female,normal,./data/augmented_audio\happy_2860.wav,2.2178684807256235,tess
neutral,male,normal,./data/augmented_audio\neutral_2861.wav,2.2022222222222223,crema
fear,female,low,./data/augmented_audio\fear_2862.wav,2.569251700680272,crema
happy,female,normal,./data/augmented_audio\happy_2863.wav,2.3023129251700682,crema
fear,female,normal,./data/augmented_audio\fear_2864.wav,1.901904761904762,crema
angry,female,normal,./data/augmented_audio\angry_2865.wav,3.2032199546485263,crema
sad,male,normal,./data/augmented_audio\sad_2866.wav,3.1031292517006803,crema
disgust,female,normal,./data/augmented_audio\disgust_2867.wav,2.3789569160997734,tess
fear,male,normal,./data/augmented_audio\fear_2868.wav,2.569251700680272,crema
surprised,female,normal,./data/augmented_audio\surprised_2869.wav,2.155963718820862,tess
disgust,male,normal,./data/augmented_audio\disgust_2870.wav,2.4691609977324265,crema
happy,male,normal,./data/augmented_audio\happy_2871.wav,2.569251700680272,crema
angry,male,normal,./data/augmented_audio\angry_2872.wav,2.669342403628118,crema
neutral,female,normal,./data/augmented_audio\neutral_2873.wav,2.2689795918367346,crema
angry,female,normal,./data/augmented_audio\angry_2874.wav,1.54734693877551,tess
neutral,female,normal,./data/augmented_audio\neutral_2875.wav,3.47015873015873,ravdess
disgust,female,low,./data/augmented_audio\disgust_2876.wav,2.168843537414966,crema
happy,female,high,./data/augmented_audio\happy_2877.wav,3.670340136054422,ravdess
fear,female,normal,./data/augmented_audio\fear_2878.wav,1.9352834467120181,crema
fear,male,normal,./data/augmented_audio\fear_2879.wav,2.5025396825396826,crema
angry,female,low,./data/augmented_audio\angry_2880.wav,2.4691609977324265,crema
disgust,female,normal,./data/augmented_audio\disgust_2881.wav,3.2699773242630386,crema
fear,female,low,./data/augmented_audio\fear_2882.wav,1.9686621315192743,crema
sad,female,normal,./data/augmented_audio\sad_2883.wav,2.769478458049887,crema
happy,male,normal,./data/augmented_audio\happy_2884.wav,2.1021315192743764,crema
fear,female,normal,./data/augmented_audio\fear_2885.wav,2.43578231292517,crema
disgust,male,normal,./data/augmented_audio\disgust_2886.wav,3.1698412698412697,crema
neutral,female,normal,./data/augmented_audio\neutral_2887.wav,2.0020408163265304,crema
disgust,male,normal,./data/augmented_audio\disgust_2888.wav,2.3023129251700682,crema
fear,male,normal,./data/augmented_audio\fear_2889.wav,3.1031292517006803,crema
sad,female,normal,./data/augmented_audio\sad_2890.wav,2.702721088435374,crema
neutral,female,normal,./data/augmented_audio\neutral_2891.wav,2.43578231292517,crema
neutral,male,normal,./data/augmented_audio\neutral_2892.wav,3.0364172335600905,crema
neutral,female,normal,./data/augmented_audio\neutral_2893.wav,2.3690702947845805,crema
angry,female,normal,./data/augmented_audio\angry_2894.wav,1.482312925170068,tess
disgust,male,normal,./data/augmented_audio\disgust_2895.wav,2.168843537414966,crema
happy,male,normal,./data/augmented_audio\happy_2896.wav,3.436780045351474,crema
fear,male,normal,./data/augmented_audio\fear_2897.wav,3.069750566893424,crema
disgust,female,normal,./data/augmented_audio\disgust_2898.wav,2.702721088435374,crema
happy,male,normal,./data/augmented_audio\happy_2899.wav,2.2689795918367346,crema
fear,female,low,./data/augmented_audio\fear_2900.wav,2.3690702947845805,crema
sad,female,normal,./data/augmented_audio\sad_2901.wav,1.7351020408163265,crema
angry,female,normal,./data/augmented_audio\angry_2902.wav,2.936281179138322,crema
angry,female,normal,./data/augmented_audio\angry_2903.wav,2.9696598639455782,crema
sad,female,normal,./data/augmented_audio\sad_2904.wav,2.46875283446712,tess
disgust,female,normal,./data/augmented_audio\disgust_2905.wav,2.449750566893424,tess
angry,female,normal,./data/augmented_audio\angry_2906.wav,1.5461678004535147,tess
disgust,female,normal,./data/augmented_audio\disgust_2907.wav,2.4691609977324265,crema
happy,male,normal,./data/augmented_audio\happy_2908.wav,1.6349659863945578,crema
sad,male,normal,./data/augmented_audio\sad_2909.wav,2.836190476190476,crema
angry,female,normal,./data/augmented_audio\angry_2910.wav,2.3690249433106576,crema
sad,male,normal,./data/augmented_audio\sad_2911.wav,3.4401360544217687,savee
sad,female,normal,./data/augmented_audio\sad_2912.wav,2.1931519274376416,tess
sad,female,normal,./data/augmented_audio\sad_2913.wav,3.069750566893424,crema
happy,male,normal,./data/augmented_audio\happy_2914.wav,1.7684807256235828,crema
sad,female,normal,./data/augmented_audio\sad_2915.wav,1.901904761904762,crema
disgust,male,normal,./data/augmented_audio\disgust_2916.wav,3.1698412698412697,crema
disgust,male,low,./data/augmented_audio\disgust_2917.wav,2.836190476190476,crema
angry,female,normal,./data/augmented_audio\angry_2918.wav,2.2756009070294785,crema
neutral,male,normal,./data/augmented_audio\neutral_2919.wav,4.105895691609978,savee
happy,female,normal,./data/augmented_audio\happy_2920.wav,1.9684807256235828,tess
disgust,male,high,./data/augmented_audio\disgust_2921.wav,4.104126984126984,ravdess
disgust,female,normal,./data/augmented_audio\disgust_2922.wav,3.5035374149659866,crema
surprised,female,normal,./data/augmented_audio\surprised_2923.wav,1.8817233560090703,tess
disgust,female,normal,./data/augmented_audio\disgust_2924.wav,2.634512471655329,tess
sad,female,normal,./data/augmented_audio\sad_2925.wav,3.0364172335600905,crema
neutral,male,normal,./data/augmented_audio\neutral_2926.wav,2.6026303854875286,crema
neutral,female,normal,./data/augmented_audio\neutral_2927.wav,2.5359183673469388,crema
neutral,male,normal,./data/augmented_audio\neutral_2928.wav,2.702721088435374,crema
disgust,female,normal,./data/augmented_audio\disgust_2929.wav,2.2342857142857144,tess
disgust,female,normal,./data/augmented_audio\disgust_2930.wav,2.3690249433106576,crema
sad,female,normal,./data/augmented_audio\sad_2931.wav,2.3356916099773244,crema
sad,female,high,./data/augmented_audio\sad_2932.wav,3.570249433106576,ravdess
fear,male,normal,./data/augmented_audio\fear_2933.wav,2.3690249433106576,crema
sad,male,normal,./data/augmented_audio\sad_2934.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_2935.wav,2.2022222222222223,crema
fear,female,normal,./data/augmented_audio\fear_2936.wav,1.808843537414966,tess
disgust,female,normal,./data/augmented_audio\disgust_2937.wav,2.5419954648526075,tess
happy,female,normal,./data/augmented_audio\happy_2938.wav,1.7684807256235828,crema
sad,female,normal,./data/augmented_audio\sad_2939.wav,4.20421768707483,ravdess
sad,female,normal,./data/augmented_audio\sad_2940.wav,3.737097505668934,crema
sad,female,normal,./data/augmented_audio\sad_2941.wav,2.665034013605442,tess
disgust,female,normal,./data/augmented_audio\disgust_2942.wav,2.5179138321995467,tess
disgust,male,normal,./data/augmented_audio\disgust_2943.wav,2.1021315192743764,crema
neutral,female,normal,./data/augmented_audio\neutral_2944.wav,1.9536507936507936,tess
fear,female,normal,./data/augmented_audio\fear_2945.wav,1.8714739229024944,tess
happy,male,normal,./data/augmented_audio\happy_2946.wav,2.4024036281179137,crema
neutral,male,normal,./data/augmented_audio\neutral_2947.wav,3.9381859410430837,savee
angry,female,normal,./data/augmented_audio\angry_2948.wav,2.936281179138322,crema
sad,male,high,./data/augmented_audio\sad_2949.wav,4.170839002267574,ravdess
fear,female,normal,./data/augmented_audio\fear_2950.wav,2.06875283446712,crema
happy,male,normal,./data/augmented_audio\happy_2951.wav,1.7351020408163265,crema
fear,male,normal,./data/augmented_audio\fear_2952.wav,2.43578231292517,crema
happy,female,normal,./data/augmented_audio\happy_2953.wav,2.3356916099773244,crema
fear,female,normal,./data/augmented_audio\fear_2954.wav,1.8338321995464852,tess
neutral,male,normal,./data/augmented_audio\neutral_2955.wav,2.06875283446712,crema
angry,male,normal,./data/augmented_audio\angry_2956.wav,2.4024036281179137,crema
fear,male,normal,./data/augmented_audio\fear_2957.wav,3.670340136054422,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2958.wav,2.3480272108843536,savee
happy,male,normal,./data/augmented_audio\happy_2959.wav,2.635963718820862,crema
fear,male,normal,./data/augmented_audio\fear_2960.wav,2.035419501133787,crema
disgust,female,normal,./data/augmented_audio\disgust_2961.wav,3.1031292517006803,crema
sad,female,normal,./data/augmented_audio\sad_2962.wav,3.737097505668934,crema
happy,female,normal,./data/augmented_audio\happy_2963.wav,1.7610884353741496,tess
angry,female,normal,./data/augmented_audio\angry_2964.wav,2.9696598639455782,crema
angry,male,high,./data/augmented_audio\angry_2965.wav,4.1374603174603175,crema
disgust,male,normal,./data/augmented_audio\disgust_2966.wav,7.012607709750567,savee
disgust,male,normal,./data/augmented_audio\disgust_2967.wav,2.5025396825396826,crema
fear,female,normal,./data/augmented_audio\fear_2968.wav,2.9696598639455782,crema
angry,female,normal,./data/augmented_audio\angry_2969.wav,2.936281179138322,crema
sad,female,normal,./data/augmented_audio\sad_2970.wav,2.6026303854875286,crema
angry,female,normal,./data/augmented_audio\angry_2971.wav,2.936281179138322,crema
fear,male,normal,./data/augmented_audio\fear_2972.wav,2.5359183673469388,crema
neutral,male,normal,./data/augmented_audio\neutral_2973.wav,3.154875283446712,savee
fear,male,high,./data/augmented_audio\fear_2974.wav,3.570249433106576,ravdess
fear,female,normal,./data/augmented_audio\fear_2975.wav,1.9352834467120181,crema
fear,male,high,./data/augmented_audio\fear_2976.wav,2.569251700680272,crema
neutral,male,normal,./data/augmented_audio\neutral_2977.wav,3.47015873015873,ravdess
neutral,female,normal,./data/augmented_audio\neutral_2978.wav,2.8695238095238094,crema
sad,male,normal,./data/augmented_audio\sad_2979.wav,2.8695238095238094,crema
angry,female,low,./data/augmented_audio\angry_2980.wav,2.2689795918367346,crema
angry,female,normal,./data/augmented_audio\angry_2981.wav,1.5068480725623583,tess
angry,female,normal,./data/augmented_audio\angry_2982.wav,2.3170521541950113,tess
neutral,female,normal,./data/augmented_audio\neutral_2983.wav,1.8990022675736962,tess
fear,male,normal,./data/augmented_audio\fear_2984.wav,3.5035374149659866,ravdess
sad,male,normal,./data/augmented_audio\sad_2985.wav,3.0364172335600905,crema
happy,male,normal,./data/augmented_audio\happy_2986.wav,3.459138321995465,savee
disgust,female,normal,./data/augmented_audio\disgust_2987.wav,2.6026303854875286,crema
disgust,male,low,./data/augmented_audio\disgust_2988.wav,1.901904761904762,crema
fear,male,normal,./data/augmented_audio\fear_2989.wav,2.635963718820862,crema
sad,female,normal,./data/augmented_audio\sad_2990.wav,3.5035374149659866,crema
disgust,female,normal,./data/augmented_audio\disgust_2991.wav,3.8705668934240363,crema
sad,male,normal,./data/augmented_audio\sad_2992.wav,2.936281179138322,crema
neutral,male,normal,./data/augmented_audio\neutral_2993.wav,3.8574603174603173,savee
happy,female,normal,./data/augmented_audio\happy_2994.wav,2.902902494331066,crema
angry,male,normal,./data/augmented_audio\angry_2995.wav,2.3023129251700682,crema
sad,male,normal,./data/augmented_audio\sad_2996.wav,6.07968253968254,savee
disgust,male,normal,./data/augmented_audio\disgust_2997.wav,3.7704761904761903,ravdess
fear,female,normal,./data/augmented_audio\fear_2998.wav,3.1698412698412697,crema
fear,male,normal,./data/augmented_audio\fear_2999.wav,4.8459410430839,savee
fear,male,high,./data/augmented_audio\fear_3000.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_3001.wav,2.2756009070294785,crema
sad,female,normal,./data/augmented_audio\sad_3002.wav,3.1364625850340135,crema
disgust,female,normal,./data/augmented_audio\disgust_3003.wav,2.616734693877551,tess
angry,female,normal,./data/augmented_audio\angry_3004.wav,1.519954648526077,tess
happy,male,normal,./data/augmented_audio\happy_3005.wav,2.2756009070294785,crema
sad,female,normal,./data/augmented_audio\sad_3006.wav,3.603628117913832,ravdess
happy,female,normal,./data/augmented_audio\happy_3007.wav,2.1021315192743764,crema
neutral,female,normal,./data/augmented_audio\neutral_3008.wav,2.4024036281179137,crema
disgust,female,normal,./data/augmented_audio\disgust_3009.wav,2.263673469387755,tess
sad,male,normal,./data/augmented_audio\sad_3010.wav,3.436780045351474,ravdess
fear,male,normal,./data/augmented_audio\fear_3011.wav,2.569251700680272,crema
angry,male,high,./data/augmented_audio\angry_3012.wav,1.7684807256235828,crema
fear,male,normal,./data/augmented_audio\fear_3013.wav,2.4691609977324265,crema
neutral,female,normal,./data/augmented_audio\neutral_3014.wav,1.7351020408163265,crema
angry,female,normal,./data/augmented_audio\angry_3015.wav,2.4691609977324265,crema
neutral,male,normal,./data/augmented_audio\neutral_3016.wav,2.43578231292517,crema
surprised,female,normal,./data/augmented_audio\surprised_3017.wav,1.701451247165533,tess
neutral,female,normal,./data/augmented_audio\neutral_3018.wav,2.2022222222222223,crema
angry,male,normal,./data/augmented_audio\angry_3019.wav,2.6026303854875286,crema
sad,female,normal,./data/augmented_audio\sad_3020.wav,2.192698412698413,tess
neutral,female,normal,./data/augmented_audio\neutral_3021.wav,1.9686621315192743,crema
angry,male,normal,./data/augmented_audio\angry_3022.wav,3.3700226757369616,crema
happy,female,normal,./data/augmented_audio\happy_3023.wav,2.569251700680272,crema
surprised,female,normal,./data/augmented_audio\surprised_3024.wav,3.603628117913832,ravdess
fear,male,normal,./data/augmented_audio\fear_3025.wav,1.801814058956916,crema
neutral,female,normal,./data/augmented_audio\neutral_3026.wav,2.6026303854875286,crema
sad,female,normal,./data/augmented_audio\sad_3027.wav,2.635963718820862,crema
disgust,male,normal,./data/augmented_audio\disgust_3028.wav,2.8695691609977323,crema
surprised,female,normal,./data/augmented_audio\surprised_3029.wav,2.065532879818594,tess
neutral,male,normal,./data/augmented_audio\neutral_3030.wav,2.635963718820862,crema
disgust,male,normal,./data/augmented_audio\disgust_3031.wav,4.444444444444445,savee
surprised,female,normal,./data/augmented_audio\surprised_3032.wav,1.9396825396825397,tess
angry,female,normal,./data/augmented_audio\angry_3033.wav,2.035419501133787,crema
surprised,female,normal,./data/augmented_audio\surprised_3034.wav,2.066848072562358,tess
happy,female,normal,./data/augmented_audio\happy_3035.wav,2.1494331065759638,tess
sad,female,normal,./data/augmented_audio\sad_3036.wav,2.1242176870748297,tess
angry,male,normal,./data/augmented_audio\angry_3037.wav,2.2022222222222223,crema
happy,male,normal,./data/augmented_audio\happy_3038.wav,4.20421768707483,crema
neutral,male,normal,./data/augmented_audio\neutral_3039.wav,2.769478458049887,crema
angry,female,normal,./data/augmented_audio\angry_3040.wav,3.0364172335600905,crema
happy,female,normal,./data/augmented_audio\happy_3041.wav,1.9722448979591836,tess
sad,female,normal,./data/augmented_audio\sad_3042.wav,2.2569614512471654,tess
fear,male,normal,./data/augmented_audio\fear_3043.wav,2.43578231292517,crema
fear,male,normal,./data/augmented_audio\fear_3044.wav,2.2022222222222223,crema
neutral,male,normal,./data/augmented_audio\neutral_3045.wav,2.035419501133787,crema
happy,male,normal,./data/augmented_audio\happy_3046.wav,1.7684807256235828,crema
neutral,female,normal,./data/augmented_audio\neutral_3047.wav,2.5025396825396826,crema
sad,male,normal,./data/augmented_audio\sad_3048.wav,4.3710657596371885,crema
angry,female,normal,./data/augmented_audio\angry_3049.wav,2.168843537414966,crema
neutral,male,normal,./data/augmented_audio\neutral_3050.wav,4.114240362811791,savee
angry,female,normal,./data/augmented_audio\angry_3051.wav,2.06875283446712,crema
happy,female,normal,./data/augmented_audio\happy_3052.wav,2.769478458049887,crema
fear,female,normal,./data/augmented_audio\fear_3053.wav,2.282721088435374,crema
sad,male,normal,./data/augmented_audio\sad_3054.wav,3.3700680272108845,ravdess
sad,female,low,./data/augmented_audio\sad_3055.wav,1.8351927437641724,crema
surprised,female,normal,./data/augmented_audio\surprised_3056.wav,1.926439909297052,tess
disgust,female,high,./data/augmented_audio\disgust_3057.wav,4.170839002267574,ravdess
disgust,female,normal,./data/augmented_audio\disgust_3058.wav,2.563356009070295,tess
neutral,female,high,./data/augmented_audio\neutral_3059.wav,3.9039002267573695,ravdess
angry,male,normal,./data/augmented_audio\angry_3060.wav,4.139546485260771,savee
sad,male,normal,./data/augmented_audio\sad_3061.wav,1.901904761904762,crema
neutral,female,normal,./data/augmented_audio\neutral_3062.wav,2.0434467120181408,tess
disgust,female,normal,./data/augmented_audio\disgust_3063.wav,2.5850340136054424,tess
sad,male,normal,./data/augmented_audio\sad_3064.wav,1.8685260770975056,crema
neutral,male,normal,./data/augmented_audio\neutral_3065.wav,3.0030385487528344,crema
sad,female,normal,./data/augmented_audio\sad_3066.wav,2.6026303854875286,crema
angry,female,normal,./data/augmented_audio\angry_3067.wav,1.4306575963718822,tess
angry,female,normal,./data/augmented_audio\angry_3068.wav,1.6904308390022675,tess
sad,male,normal,./data/augmented_audio\sad_3069.wav,2.635963718820862,crema
disgust,male,normal,./data/augmented_audio\disgust_3070.wav,1.4347845804988661,crema
neutral,female,normal,./data/augmented_audio\neutral_3071.wav,1.9686621315192743,crema
neutral,female,normal,./data/augmented_audio\neutral_3072.wav,3.2365986394557824,crema
disgust,male,low,./data/augmented_audio\disgust_3073.wav,1.9352834467120181,crema
sad,female,normal,./data/augmented_audio\sad_3074.wav,2.1415873015873017,tess
surprised,female,normal,./data/augmented_audio\surprised_3075.wav,1.9644444444444444,tess
happy,female,normal,./data/augmented_audio\happy_3076.wav,3.1031292517006803,crema
sad,female,normal,./data/augmented_audio\sad_3077.wav,2.439092970521542,tess
happy,female,normal,./data/augmented_audio\happy_3078.wav,1.9775510204081632,tess
disgust,female,normal,./data/augmented_audio\disgust_3079.wav,2.5025396825396826,crema
happy,female,normal,./data/augmented_audio\happy_3080.wav,3.737097505668934,ravdess
disgust,female,normal,./data/augmented_audio\disgust_3081.wav,2.35859410430839,tess
sad,female,normal,./data/augmented_audio\sad_3082.wav,2.282721088435374,crema
disgust,male,normal,./data/augmented_audio\disgust_3083.wav,3.2032199546485263,crema
fear,female,normal,./data/augmented_audio\fear_3084.wav,3.436780045351474,crema
happy,male,normal,./data/augmented_audio\happy_3085.wav,3.376235827664399,savee
happy,female,normal,./data/augmented_audio\happy_3086.wav,2.112426303854875,tess
disgust,female,normal,./data/augmented_audio\disgust_3087.wav,2.5994104308390025,tess
surprised,male,normal,./data/augmented_audio\surprised_3088.wav,4.409206349206349,savee
sad,female,normal,./data/augmented_audio\sad_3089.wav,2.702721088435374,crema
happy,male,normal,./data/augmented_audio\happy_3090.wav,2.2689795918367346,crema
angry,female,normal,./data/augmented_audio\angry_3091.wav,2.035419501133787,crema
sad,male,high,./data/augmented_audio\sad_3092.wav,4.270975056689342,ravdess
sad,female,normal,./data/augmented_audio\sad_3093.wav,2.3023129251700682,crema
fear,male,normal,./data/augmented_audio\fear_3094.wav,2.4024036281179137,crema
surprised,male,normal,./data/augmented_audio\surprised_3095.wav,4.193106575963719,savee
fear,female,normal,./data/augmented_audio\fear_3096.wav,2.2756009070294785,crema
neutral,male,normal,./data/augmented_audio\neutral_3097.wav,2.635963718820862,crema
angry,female,normal,./data/augmented_audio\angry_3098.wav,2.2022222222222223,crema
angry,female,normal,./data/augmented_audio\angry_3099.wav,3.0364172335600905,crema
disgust,male,normal,./data/augmented_audio\disgust_3100.wav,2.9696598639455782,crema
sad,female,normal,./data/augmented_audio\sad_3101.wav,2.6536961451247167,tess
disgust,female,high,./data/augmented_audio\disgust_3102.wav,4.20421768707483,ravdess
angry,female,normal,./data/augmented_audio\angry_3103.wav,1.466485260770975,tess
angry,female,normal,./data/augmented_audio\angry_3104.wav,2.201451247165533,tess
sad,female,normal,./data/augmented_audio\sad_3105.wav,2.282721088435374,crema
neutral,female,normal,./data/augmented_audio\neutral_3106.wav,2.2756009070294785,crema
sad,male,high,./data/augmented_audio\sad_3107.wav,2.4691609977324265,crema
disgust,female,normal,./data/augmented_audio\disgust_3108.wav,2.535736961451247,tess
angry,female,normal,./data/augmented_audio\angry_3109.wav,1.606893424036281,tess
happy,male,normal,./data/augmented_audio\happy_3110.wav,3.5035374149659866,crema
fear,female,normal,./data/augmented_audio\fear_3111.wav,1.7481179138321996,tess
surprised,female,normal,./data/augmented_audio\surprised_3112.wav,3.603628117913832,ravdess
disgust,male,normal,./data/augmented_audio\disgust_3113.wav,1.901904761904762,crema
sad,male,normal,./data/augmented_audio\sad_3114.wav,2.3690702947845805,crema
sad,male,normal,./data/augmented_audio\sad_3115.wav,2.3356916099773244,crema
neutral,male,normal,./data/augmented_audio\neutral_3116.wav,2.2756009070294785,crema
sad,female,normal,./data/augmented_audio\sad_3117.wav,1.6349659863945578,crema
sad,female,normal,./data/augmented_audio\sad_3118.wav,2.4024036281179137,crema
disgust,male,normal,./data/augmented_audio\disgust_3119.wav,3.5421315192743763,savee
sad,male,low,./data/augmented_audio\sad_3120.wav,1.801814058956916,crema
happy,female,normal,./data/augmented_audio\happy_3121.wav,1.9768707482993197,tess
happy,male,high,./data/augmented_audio\happy_3122.wav,3.2365986394557824,ravdess
sad,female,normal,./data/augmented_audio\sad_3123.wav,2.569251700680272,crema
happy,male,high,./data/augmented_audio\happy_3124.wav,3.3700226757369616,ravdess
neutral,male,normal,./data/augmented_audio\neutral_3125.wav,3.5369160997732427,ravdess
happy,male,normal,./data/augmented_audio\happy_3126.wav,4.004036281179138,ravdess
disgust,female,normal,./data/augmented_audio\disgust_3127.wav,2.48281179138322,tess
neutral,male,normal,./data/augmented_audio\neutral_3128.wav,2.5025396825396826,crema
disgust,female,high,./data/augmented_audio\disgust_3129.wav,2.73609977324263,crema
fear,female,normal,./data/augmented_audio\fear_3130.wav,1.5168707482993198,tess
angry,male,high,./data/augmented_audio\angry_3131.wav,3.5369160997732427,ravdess
disgust,male,low,./data/augmented_audio\disgust_3132.wav,2.1354648526077096,crema
sad,male,normal,./data/augmented_audio\sad_3133.wav,2.4024036281179137,crema
disgust,female,normal,./data/augmented_audio\disgust_3134.wav,3.0030385487528344,crema
sad,female,normal,./data/augmented_audio\sad_3135.wav,3.9039002267573695,crema
surprised,female,normal,./data/augmented_audio\surprised_3136.wav,1.8797732426303855,tess
fear,male,normal,./data/augmented_audio\fear_3137.wav,2.769478458049887,crema
happy,female,normal,./data/augmented_audio\happy_3138.wav,2.168843537414966,crema
fear,female,normal,./data/augmented_audio\fear_3139.wav,2.2756009070294785,crema
disgust,female,normal,./data/augmented_audio\disgust_3140.wav,2.1631746031746033,tess
angry,female,normal,./data/augmented_audio\angry_3141.wav,2.802857142857143,crema
happy,female,normal,./data/augmented_audio\happy_3142.wav,2.006666666666667,tess
neutral,male,normal,./data/augmented_audio\neutral_3143.wav,2.5025396825396826,crema
angry,male,normal,./data/augmented_audio\angry_3144.wav,1.9686621315192743,crema
sad,male,normal,./data/augmented_audio\sad_3145.wav,2.4691609977324265,crema
disgust,female,normal,./data/augmented_audio\disgust_3146.wav,2.386575963718821,tess
disgust,female,normal,./data/augmented_audio\disgust_3147.wav,2.558140589569161,tess
sad,female,normal,./data/augmented_audio\sad_3148.wav,2.397687074829932,tess
sad,female,normal,./data/augmented_audio\sad_3149.wav,2.432108843537415,tess
disgust,female,normal,./data/augmented_audio\disgust_3150.wav,2.475827664399093,tess
