emotions,genders,audio_intensity,audio_path,duration,dataset
surprised,female,normal,./data/augmented_audio\surprised_1985.wav,1.900861678004535,tess
disgust,female,normal,./data/augmented_audio\disgust_1986.wav,2.73609977324263,crema
happy,female,normal,./data/augmented_audio\happy_1987.wav,2.000952380952381,tess
disgust,male,normal,./data/augmented_audio\disgust_1988.wav,3.5035374149659866,crema
disgust,female,normal,./data/augmented_audio\disgust_1989.wav,2.3856689342403627,tess
neutral,female,high,./data/augmented_audio\neutral_1990.wav,3.737097505668934,ravdess
fear,female,high,./data/augmented_audio\fear_1991.wav,2.2756009070294785,crema
neutral,female,normal,./data/augmented_audio\neutral_1992.wav,3.069750566893424,crema
happy,female,normal,./data/augmented_audio\happy_1993.wav,2.8695238095238094,crema
happy,female,high,./data/augmented_audio\happy_1994.wav,4.20421768707483,ravdess
happy,male,normal,./data/augmented_audio\happy_1995.wav,2.3690702947845805,crema
angry,female,normal,./data/augmented_audio\angry_1996.wav,1.5300680272108844,tess
happy,male,normal,./data/augmented_audio\happy_1997.wav,3.436780045351474,crema
sad,female,normal,./data/augmented_audio\sad_1998.wav,2.3023129251700682,crema
happy,male,normal,./data/augmented_audio\happy_1999.wav,3.0030385487528344,crema
disgust,female,normal,./data/augmented_audio\disgust_2000.wav,2.669342403628118,crema
neutral,male,normal,./data/augmented_audio\neutral_2001.wav,2.168843537414966,crema
happy,female,normal,./data/augmented_audio\happy_2002.wav,2.0020408163265304,crema
happy,male,normal,./data/augmented_audio\happy_2003.wav,2.1021315192743764,crema
neutral,female,normal,./data/augmented_audio\neutral_2004.wav,1.898140589569161,tess
sad,female,normal,./data/augmented_audio\sad_2005.wav,2.631156462585034,tess
disgust,female,normal,./data/augmented_audio\disgust_2006.wav,2.475827664399093,tess
neutral,male,normal,./data/augmented_audio\neutral_2007.wav,2.3690702947845805,crema
neutral,female,normal,./data/augmented_audio\neutral_2008.wav,2.0425850340136056,tess
disgust,female,normal,./data/augmented_audio\disgust_2009.wav,2.4839455782312925,tess
fear,female,normal,./data/augmented_audio\fear_2010.wav,2.0020408163265304,crema
disgust,male,normal,./data/augmented_audio\disgust_2011.wav,2.836190476190476,crema
fear,male,normal,./data/augmented_audio\fear_2012.wav,1.801814058956916,crema
happy,male,normal,./data/augmented_audio\happy_2013.wav,1.9686621315192743,crema
sad,male,normal,./data/augmented_audio\sad_2014.wav,2.635963718820862,crema
fear,male,low,./data/augmented_audio\fear_2015.wav,2.9696598639455782,crema
angry,female,normal,./data/augmented_audio\angry_2016.wav,2.3690702947845805,crema
surprised,female,normal,./data/augmented_audio\surprised_2017.wav,3.3033560090702947,ravdess
sad,female,normal,./data/augmented_audio\sad_2018.wav,2.6217233560090705,tess
sad,female,normal,./data/augmented_audio\sad_2019.wav,2.52453514739229,tess
happy,female,normal,./data/augmented_audio\happy_2020.wav,2.086848072562358,tess
fear,male,normal,./data/augmented_audio\fear_2021.wav,2.2022222222222223,crema
happy,female,normal,./data/augmented_audio\happy_2022.wav,2.3690249433106576,crema
disgust,female,normal,./data/augmented_audio\disgust_2023.wav,2.533605442176871,tess
happy,female,normal,./data/augmented_audio\happy_2024.wav,1.9686621315192743,crema
disgust,female,normal,./data/augmented_audio\disgust_2025.wav,2.5923809523809522,tess
fear,female,normal,./data/augmented_audio\fear_2026.wav,1.6448072562358276,tess
sad,male,normal,./data/augmented_audio\sad_2027.wav,2.1354648526077096,crema
happy,male,normal,./data/augmented_audio\happy_2028.wav,2.73609977324263,crema
neutral,female,normal,./data/augmented_audio\neutral_2029.wav,2.2756009070294785,crema
neutral,male,normal,./data/augmented_audio\neutral_2030.wav,2.2022222222222223,crema
happy,female,normal,./data/augmented_audio\happy_2031.wav,1.7017233560090703,crema
neutral,female,normal,./data/augmented_audio\neutral_2032.wav,1.9686621315192743,crema
neutral,female,normal,./data/augmented_audio\neutral_2033.wav,3.436780045351474,ravdess
fear,male,normal,./data/augmented_audio\fear_2034.wav,1.9352834467120181,crema
disgust,female,normal,./data/augmented_audio\disgust_2035.wav,2.802857142857143,crema
surprised,female,normal,./data/augmented_audio\surprised_2036.wav,1.9763265306122448,tess
fear,female,high,./data/augmented_audio\fear_2037.wav,3.603628117913832,ravdess
neutral,female,normal,./data/augmented_audio\neutral_2038.wav,2.902902494331066,crema
angry,female,normal,./data/augmented_audio\angry_2039.wav,2.2022222222222223,crema
sad,male,normal,./data/augmented_audio\sad_2040.wav,2.3356916099773244,crema
neutral,female,normal,./data/augmented_audio\neutral_2041.wav,2.1021315192743764,crema
angry,male,normal,./data/augmented_audio\angry_2042.wav,2.3690249433106576,crema
fear,male,normal,./data/augmented_audio\fear_2043.wav,2.569251700680272,crema
fear,female,high,./data/augmented_audio\fear_2044.wav,1.9352834467120181,crema
sad,female,normal,./data/augmented_audio\sad_2045.wav,2.4024036281179137,crema
sad,female,normal,./data/augmented_audio\sad_2046.wav,2.802857142857143,crema
fear,female,normal,./data/augmented_audio\fear_2047.wav,1.644126984126984,tess
angry,female,normal,./data/augmented_audio\angry_2048.wav,1.632607709750567,tess
happy,female,high,./data/augmented_audio\happy_2049.wav,1.8685260770975056,crema
neutral,female,normal,./data/augmented_audio\neutral_2050.wav,1.976281179138322,tess
disgust,female,normal,./data/augmented_audio\disgust_2051.wav,2.135691609977324,tess
angry,male,normal,./data/augmented_audio\angry_2052.wav,3.2032199546485263,crema
sad,male,normal,./data/augmented_audio\sad_2053.wav,3.1698412698412697,crema
fear,male,normal,./data/augmented_audio\fear_2054.wav,1.9352834467120181,crema
disgust,male,normal,./data/augmented_audio\disgust_2055.wav,2.2689795918367346,crema
fear,female,normal,./data/augmented_audio\fear_2056.wav,1.66421768707483,tess
happy,male,normal,./data/augmented_audio\happy_2057.wav,3.436780045351474,crema
fear,female,normal,./data/augmented_audio\fear_2058.wav,2.6026303854875286,crema
angry,male,normal,./data/augmented_audio\angry_2059.wav,2.3356916099773244,crema
disgust,female,normal,./data/augmented_audio\disgust_2060.wav,3.83718820861678,ravdess
happy,female,normal,./data/augmented_audio\happy_2061.wav,2.635963718820862,crema
fear,female,normal,./data/augmented_audio\fear_2062.wav,2.1354648526077096,crema
happy,male,normal,./data/augmented_audio\happy_2063.wav,2.8695238095238094,crema
disgust,female,normal,./data/augmented_audio\disgust_2064.wav,3.8705668934240363,ravdess
happy,female,normal,./data/augmented_audio\happy_2065.wav,1.8984580498866213,tess
angry,female,normal,./data/augmented_audio\angry_2066.wav,2.141859410430839,tess
neutral,female,normal,./data/augmented_audio\neutral_2067.wav,2.0048979591836735,tess
happy,male,normal,./data/augmented_audio\happy_2068.wav,2.6026303854875286,crema
disgust,male,high,./data/augmented_audio\disgust_2069.wav,4.771428571428571,ravdess
fear,female,normal,./data/augmented_audio\fear_2070.wav,1.5563718820861678,tess
fear,male,normal,./data/augmented_audio\fear_2071.wav,3.1698412698412697,crema
sad,female,normal,./data/augmented_audio\sad_2072.wav,2.5017687074829933,tess
neutral,female,normal,./data/augmented_audio\neutral_2073.wav,3.670340136054422,crema
fear,female,normal,./data/augmented_audio\fear_2074.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_2075.wav,2.020997732426304,tess
neutral,female,normal,./data/augmented_audio\neutral_2076.wav,2.569251700680272,crema
sad,male,normal,./data/augmented_audio\sad_2077.wav,2.8695238095238094,crema
happy,male,normal,./data/augmented_audio\happy_2078.wav,2.1354648526077096,crema
happy,male,normal,./data/augmented_audio\happy_2079.wav,2.3356916099773244,crema
disgust,female,normal,./data/augmented_audio\disgust_2080.wav,2.43578231292517,crema
happy,female,normal,./data/augmented_audio\happy_2081.wav,1.858049886621315,tess
disgust,female,normal,./data/augmented_audio\disgust_2082.wav,2.3699773242630386,tess
disgust,male,low,./data/augmented_audio\disgust_2083.wav,2.0020408163265304,crema
fear,female,low,./data/augmented_audio\fear_2084.wav,2.168843537414966,crema
fear,female,normal,./data/augmented_audio\fear_2085.wav,1.7341496598639456,tess
angry,female,normal,./data/augmented_audio\angry_2086.wav,2.669342403628118,crema
fear,male,normal,./data/augmented_audio\fear_2087.wav,2.936281179138322,crema
fear,male,normal,./data/augmented_audio\fear_2088.wav,2.3023129251700682,crema
angry,male,normal,./data/augmented_audio\angry_2089.wav,2.936281179138322,crema
angry,male,normal,./data/augmented_audio\angry_2090.wav,3.937278911564626,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2091.wav,3.0030385487528344,crema
neutral,female,normal,./data/augmented_audio\neutral_2092.wav,2.2022222222222223,crema
disgust,male,normal,./data/augmented_audio\disgust_2093.wav,2.3023129251700682,crema
angry,female,normal,./data/augmented_audio\angry_2094.wav,3.9039002267573695,ravdess
fear,female,normal,./data/augmented_audio\fear_2095.wav,1.4480725623582766,tess
neutral,female,normal,./data/augmented_audio\neutral_2096.wav,2.1021315192743764,crema
disgust,male,normal,./data/augmented_audio\disgust_2097.wav,4.070793650793651,ravdess
fear,male,normal,./data/augmented_audio\fear_2098.wav,2.3356916099773244,crema
neutral,male,normal,./data/augmented_audio\neutral_2099.wav,1.6016326530612246,crema
sad,male,normal,./data/augmented_audio\sad_2100.wav,2.282721088435374,crema
neutral,male,normal,./data/augmented_audio\neutral_2101.wav,2.8695238095238094,crema
happy,female,high,./data/augmented_audio\happy_2102.wav,3.5035374149659866,ravdess
disgust,female,high,./data/augmented_audio\disgust_2103.wav,4.1374603174603175,ravdess
surprised,female,normal,./data/augmented_audio\surprised_2104.wav,1.9236281179138321,tess
sad,female,normal,./data/augmented_audio\sad_2105.wav,2.6026303854875286,crema
fear,male,normal,./data/augmented_audio\fear_2106.wav,2.6026303854875286,crema
angry,male,normal,./data/augmented_audio\angry_2107.wav,2.8695238095238094,crema
happy,female,low,./data/augmented_audio\happy_2108.wav,1.901904761904762,crema
surprised,female,normal,./data/augmented_audio\surprised_2109.wav,1.9616326530612245,tess
happy,female,normal,./data/augmented_audio\happy_2110.wav,2.1354648526077096,crema
sad,female,high,./data/augmented_audio\sad_2111.wav,2.769478458049887,crema
angry,female,low,./data/augmented_audio\angry_2112.wav,2.035419501133787,crema
sad,male,normal,./data/augmented_audio\sad_2113.wav,3.1031292517006803,crema
fear,female,normal,./data/augmented_audio\fear_2114.wav,1.5826303854875283,tess
happy,female,normal,./data/augmented_audio\happy_2115.wav,2.4024036281179137,crema
disgust,female,normal,./data/augmented_audio\disgust_2116.wav,2.263673469387755,tess
angry,male,high,./data/augmented_audio\angry_2117.wav,1.7684807256235828,crema
neutral,female,normal,./data/augmented_audio\neutral_2118.wav,2.2756009070294785,crema
angry,male,normal,./data/augmented_audio\angry_2119.wav,3.2365986394557824,crema
fear,male,normal,./data/augmented_audio\fear_2120.wav,2.2689795918367346,crema
fear,male,normal,./data/augmented_audio\fear_2121.wav,2.769478458049887,crema
happy,female,normal,./data/augmented_audio\happy_2122.wav,2.2022222222222223,crema
happy,male,normal,./data/augmented_audio\happy_2123.wav,3.5369160997732427,ravdess
neutral,male,normal,./data/augmented_audio\neutral_2124.wav,1.901904761904762,crema
fear,male,normal,./data/augmented_audio\fear_2125.wav,2.769478458049887,crema
surprised,female,normal,./data/augmented_audio\surprised_2126.wav,2.3699773242630386,tess
sad,female,normal,./data/augmented_audio\sad_2127.wav,2.5779138321995463,tess
disgust,male,normal,./data/augmented_audio\disgust_2128.wav,2.73609977324263,crema
disgust,female,normal,./data/augmented_audio\disgust_2129.wav,2.1896598639455784,tess
disgust,female,high,./data/augmented_audio\disgust_2130.wav,2.1021315192743764,crema
surprised,male,normal,./data/augmented_audio\surprised_2131.wav,3.3033106575963718,ravdess
fear,male,normal,./data/augmented_audio\fear_2132.wav,2.3690249433106576,crema
fear,female,normal,./data/augmented_audio\fear_2133.wav,1.701451247165533,tess
disgust,female,normal,./data/augmented_audio\disgust_2134.wav,2.2022222222222223,crema
neutral,male,high,./data/augmented_audio\neutral_2135.wav,4.20421768707483,ravdess
disgust,male,high,./data/augmented_audio\disgust_2136.wav,3.069750566893424,crema
neutral,male,normal,./data/augmented_audio\neutral_2137.wav,3.0364172335600905,crema
disgust,female,normal,./data/augmented_audio\disgust_2138.wav,2.3690249433106576,crema
fear,female,normal,./data/augmented_audio\fear_2139.wav,1.539954648526077,tess
neutral,male,normal,./data/augmented_audio\neutral_2140.wav,2.1354648526077096,crema
neutral,female,normal,./data/augmented_audio\neutral_2141.wav,2.216281179138322,tess
surprised,female,high,./data/augmented_audio\surprised_2142.wav,3.737097505668934,ravdess
angry,male,normal,./data/augmented_audio\angry_2143.wav,2.669342403628118,crema
happy,male,normal,./data/augmented_audio\happy_2144.wav,2.0020408163265304,crema
sad,female,normal,./data/augmented_audio\sad_2145.wav,2.1917913832199547,tess
happy,male,normal,./data/augmented_audio\happy_2146.wav,3.2032199546485263,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2147.wav,2.836190476190476,crema
happy,female,normal,./data/augmented_audio\happy_2148.wav,2.0786848072562356,tess
disgust,female,normal,./data/augmented_audio\disgust_2149.wav,2.936281179138322,crema
sad,female,normal,./data/augmented_audio\sad_2150.wav,2.769478458049887,crema
disgust,male,normal,./data/augmented_audio\disgust_2151.wav,3.3033560090702947,crema
fear,female,normal,./data/augmented_audio\fear_2152.wav,1.6755555555555555,tess
neutral,female,high,./data/augmented_audio\neutral_2153.wav,3.937278911564626,ravdess
angry,female,normal,./data/augmented_audio\angry_2154.wav,2.1354648526077096,crema
happy,male,high,./data/augmented_audio\happy_2155.wav,3.7704761904761903,ravdess
angry,female,normal,./data/augmented_audio\angry_2156.wav,1.5340589569160998,tess
neutral,female,normal,./data/augmented_audio\neutral_2157.wav,2.029206349206349,tess
angry,female,normal,./data/augmented_audio\angry_2158.wav,1.6654421768707484,tess
angry,female,normal,./data/augmented_audio\angry_2159.wav,1.8351927437641724,crema
neutral,male,normal,./data/augmented_audio\neutral_2160.wav,3.803854875283447,ravdess
neutral,male,normal,./data/augmented_audio\neutral_2161.wav,2.1354648526077096,crema
angry,male,normal,./data/augmented_audio\angry_2162.wav,2.569251700680272,crema
neutral,male,normal,./data/augmented_audio\neutral_2163.wav,2.3356916099773244,crema
surprised,female,normal,./data/augmented_audio\surprised_2164.wav,3.2032199546485263,ravdess
happy,female,normal,./data/augmented_audio\happy_2165.wav,1.8738321995464853,tess
angry,female,normal,./data/augmented_audio\angry_2166.wav,2.669342403628118,crema
fear,female,normal,./data/augmented_audio\fear_2167.wav,2.061451247165533,tess
fear,female,normal,./data/augmented_audio\fear_2168.wav,1.9505215419501134,tess
neutral,female,normal,./data/augmented_audio\neutral_2169.wav,1.8351927437641724,crema
angry,female,normal,./data/augmented_audio\angry_2170.wav,3.1031292517006803,crema
fear,female,normal,./data/augmented_audio\fear_2171.wav,1.9686621315192743,crema
disgust,male,high,./data/augmented_audio\disgust_2172.wav,4.337687074829932,ravdess
neutral,female,normal,./data/augmented_audio\neutral_2173.wav,2.3023129251700682,crema
happy,female,normal,./data/augmented_audio\happy_2174.wav,1.8824036281179137,tess
neutral,female,normal,./data/augmented_audio\neutral_2175.wav,2.248299319727891,tess
fear,male,normal,./data/augmented_audio\fear_2176.wav,3.5035374149659866,crema
angry,male,normal,./data/augmented_audio\angry_2177.wav,4.004036281179138,ravdess
surprised,female,high,./data/augmented_audio\surprised_2178.wav,3.970657596371882,ravdess
happy,female,low,./data/augmented_audio\happy_2179.wav,1.7351020408163265,crema
fear,female,normal,./data/augmented_audio\fear_2180.wav,1.839138321995465,tess
neutral,female,normal,./data/augmented_audio\neutral_2181.wav,2.3023129251700682,crema
angry,female,normal,./data/augmented_audio\angry_2182.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_2183.wav,2.3690702947845805,crema
neutral,female,normal,./data/augmented_audio\neutral_2184.wav,2.1746485260770974,tess
disgust,male,normal,./data/augmented_audio\disgust_2185.wav,2.769478458049887,crema
angry,male,high,./data/augmented_audio\angry_2186.wav,3.970657596371882,ravdess
angry,female,normal,./data/augmented_audio\angry_2187.wav,2.5359183673469388,crema
neutral,female,normal,./data/augmented_audio\neutral_2188.wav,2.1294784580498867,tess
happy,female,normal,./data/augmented_audio\happy_2189.wav,2.05718820861678,tess
angry,female,normal,./data/augmented_audio\angry_2190.wav,2.8695691609977323,crema
disgust,female,normal,./data/augmented_audio\disgust_2191.wav,2.4263038548752833,tess
disgust,male,high,./data/augmented_audio\disgust_2192.wav,3.970657596371882,crema
sad,male,high,./data/augmented_audio\sad_2193.wav,3.1365079365079365,ravdess
neutral,male,normal,./data/augmented_audio\neutral_2194.wav,2.836190476190476,crema
disgust,male,normal,./data/augmented_audio\disgust_2195.wav,2.569251700680272,crema
neutral,female,normal,./data/augmented_audio\neutral_2196.wav,3.0364172335600905,crema
angry,female,normal,./data/augmented_audio\angry_2197.wav,2.2689795918367346,crema
sad,female,low,./data/augmented_audio\sad_2198.wav,2.3023129251700682,crema
angry,female,normal,./data/augmented_audio\angry_2199.wav,3.069750566893424,crema
angry,male,normal,./data/augmented_audio\angry_2200.wav,3.1364625850340135,crema
angry,female,normal,./data/augmented_audio\angry_2201.wav,2.168843537414966,crema
fear,male,normal,./data/augmented_audio\fear_2202.wav,2.902902494331066,crema
surprised,male,high,./data/augmented_audio\surprised_2203.wav,3.3033106575963718,ravdess
disgust,female,normal,./data/augmented_audio\disgust_2204.wav,2.3555102040816327,tess
disgust,female,normal,./data/augmented_audio\disgust_2205.wav,2.317596371882086,tess
surprised,male,high,./data/augmented_audio\surprised_2206.wav,3.8705668934240363,ravdess
disgust,male,low,./data/augmented_audio\disgust_2207.wav,2.1354648526077096,crema
happy,female,normal,./data/augmented_audio\happy_2208.wav,3.2365986394557824,crema
sad,male,normal,./data/augmented_audio\sad_2209.wav,3.336689342403628,ravdess
neutral,female,normal,./data/augmented_audio\neutral_2210.wav,2.3356916099773244,crema
disgust,female,normal,./data/augmented_audio\disgust_2211.wav,2.4691609977324265,crema
disgust,female,normal,./data/augmented_audio\disgust_2212.wav,3.1031292517006803,crema
sad,male,normal,./data/augmented_audio\sad_2213.wav,2.1354648526077096,crema
angry,male,normal,./data/augmented_audio\angry_2214.wav,3.1364625850340135,crema
disgust,female,normal,./data/augmented_audio\disgust_2215.wav,2.168843537414966,crema
angry,male,normal,./data/augmented_audio\angry_2216.wav,3.2699773242630386,crema
fear,female,normal,./data/augmented_audio\fear_2217.wav,1.5410430839002267,tess
disgust,female,high,./data/augmented_audio\disgust_2218.wav,4.738095238095238,ravdess
angry,female,normal,./data/augmented_audio\angry_2219.wav,1.681859410430839,tess
neutral,female,normal,./data/augmented_audio\neutral_2220.wav,1.7351020408163265,crema
happy,female,normal,./data/augmented_audio\happy_2221.wav,2.43578231292517,crema
fear,female,normal,./data/augmented_audio\fear_2222.wav,1.7557823129251702,tess
disgust,female,normal,./data/augmented_audio\disgust_2223.wav,2.2689795918367346,crema
fear,female,normal,./data/augmented_audio\fear_2224.wav,1.6773696145124717,tess
fear,female,normal,./data/augmented_audio\fear_2225.wav,2.2756009070294785,crema
fear,male,normal,./data/augmented_audio\fear_2226.wav,2.2356009070294784,crema
fear,female,normal,./data/augmented_audio\fear_2227.wav,2.73609977324263,crema
angry,male,normal,./data/augmented_audio\angry_2228.wav,2.769478458049887,crema
fear,female,normal,./data/augmented_audio\fear_2229.wav,2.669342403628118,crema
fear,male,normal,./data/augmented_audio\fear_2230.wav,2.3356916099773244,crema
happy,female,low,./data/augmented_audio\happy_2231.wav,2.168843537414966,crema
surprised,female,normal,./data/augmented_audio\surprised_2232.wav,2.2377777777777776,tess
happy,female,normal,./data/augmented_audio\happy_2233.wav,3.4034013605442177,ravdess
neutral,male,high,./data/augmented_audio\neutral_2234.wav,3.0030385487528344,ravdess
sad,female,normal,./data/augmented_audio\sad_2235.wav,2.569251700680272,crema
neutral,female,normal,./data/augmented_audio\neutral_2236.wav,2.102312925170068,tess
fear,female,normal,./data/augmented_audio\fear_2237.wav,1.8071201814058957,tess
happy,female,normal,./data/augmented_audio\happy_2238.wav,2.1612698412698412,tess
fear,female,normal,./data/augmented_audio\fear_2239.wav,2.669342403628118,crema
angry,female,normal,./data/augmented_audio\angry_2240.wav,1.582857142857143,tess
angry,male,normal,./data/augmented_audio\angry_2241.wav,2.73609977324263,crema
fear,female,normal,./data/augmented_audio\fear_2242.wav,2.802857142857143,crema
sad,female,normal,./data/augmented_audio\sad_2243.wav,2.575918367346939,tess
surprised,female,normal,./data/augmented_audio\surprised_2244.wav,1.6500680272108843,tess
fear,female,normal,./data/augmented_audio\fear_2245.wav,2.669342403628118,crema
surprised,female,high,./data/augmented_audio\surprised_2246.wav,3.436780045351474,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2247.wav,3.570294784580499,crema
fear,female,normal,./data/augmented_audio\fear_2248.wav,2.43578231292517,crema
fear,female,normal,./data/augmented_audio\fear_2249.wav,2.06875283446712,crema
fear,female,normal,./data/augmented_audio\fear_2250.wav,2.035419501133787,crema
angry,female,normal,./data/augmented_audio\angry_2251.wav,2.2356009070294784,crema
angry,female,normal,./data/augmented_audio\angry_2252.wav,1.6836281179138322,tess
surprised,female,normal,./data/augmented_audio\surprised_2253.wav,2.394285714285714,tess
angry,male,high,./data/augmented_audio\angry_2254.wav,4.104126984126984,ravdess
fear,female,normal,./data/augmented_audio\fear_2255.wav,1.6529705215419501,tess
fear,male,normal,./data/augmented_audio\fear_2256.wav,2.2022222222222223,crema
surprised,female,normal,./data/augmented_audio\surprised_2257.wav,1.881950113378685,tess
sad,female,normal,./data/augmented_audio\sad_2258.wav,2.144716553287982,tess
surprised,female,normal,./data/augmented_audio\surprised_2259.wav,1.946077097505669,tess
surprised,female,normal,./data/augmented_audio\surprised_2260.wav,1.9973696145124717,tess
angry,female,normal,./data/augmented_audio\angry_2261.wav,1.4403628117913831,tess
happy,female,normal,./data/augmented_audio\happy_2262.wav,1.8741496598639455,tess
neutral,female,normal,./data/augmented_audio\neutral_2263.wav,1.799092970521542,tess
happy,male,normal,./data/augmented_audio\happy_2264.wav,2.06875283446712,crema
sad,female,normal,./data/augmented_audio\sad_2265.wav,2.42421768707483,tess
sad,female,normal,./data/augmented_audio\sad_2266.wav,3.0364172335600905,crema
disgust,male,normal,./data/augmented_audio\disgust_2267.wav,2.0020408163265304,crema
happy,female,normal,./data/augmented_audio\happy_2268.wav,2.6026303854875286,crema
neutral,female,normal,./data/augmented_audio\neutral_2269.wav,2.5025396825396826,crema
angry,male,normal,./data/augmented_audio\angry_2270.wav,2.2756009070294785,crema
neutral,male,normal,./data/augmented_audio\neutral_2271.wav,3.336689342403628,ravdess
disgust,male,normal,./data/augmented_audio\disgust_2272.wav,2.73609977324263,crema
fear,female,normal,./data/augmented_audio\fear_2273.wav,3.4034013605442177,crema
disgust,female,normal,./data/augmented_audio\disgust_2274.wav,2.6026303854875286,crema
angry,male,normal,./data/augmented_audio\angry_2275.wav,2.06875283446712,crema
angry,female,normal,./data/augmented_audio\angry_2276.wav,2.168843537414966,crema
angry,male,normal,./data/augmented_audio\angry_2277.wav,2.2689795918367346,crema
neutral,female,normal,./data/augmented_audio\neutral_2278.wav,2.1765986394557824,tess
fear,male,normal,./data/augmented_audio\fear_2279.wav,2.73609977324263,crema
neutral,male,high,./data/augmented_audio\neutral_2280.wav,4.104126984126984,ravdess
neutral,female,normal,./data/augmented_audio\neutral_2281.wav,2.8695691609977323,crema
surprised,female,high,./data/augmented_audio\surprised_2282.wav,3.53687074829932,ravdess
sad,female,normal,./data/augmented_audio\sad_2283.wav,2.9696598639455782,crema
angry,male,normal,./data/augmented_audio\angry_2284.wav,2.4024036281179137,crema
neutral,male,normal,./data/augmented_audio\neutral_2285.wav,2.836190476190476,crema
disgust,female,normal,./data/augmented_audio\disgust_2286.wav,2.06875283446712,crema
surprised,female,normal,./data/augmented_audio\surprised_2287.wav,1.9170068027210885,tess
sad,female,normal,./data/augmented_audio\sad_2288.wav,3.7704761904761903,crema
neutral,female,normal,./data/augmented_audio\neutral_2289.wav,3.6370068027210882,ravdess
angry,female,normal,./data/augmented_audio\angry_2290.wav,2.0267120181405898,tess
disgust,male,normal,./data/augmented_audio\disgust_2291.wav,3.603628117913832,ravdess
surprised,male,normal,./data/augmented_audio\surprised_2292.wav,2.9696598639455782,ravdess
sad,male,normal,./data/augmented_audio\sad_2293.wav,3.436780045351474,ravdess
fear,male,normal,./data/augmented_audio\fear_2294.wav,1.801814058956916,crema
sad,female,normal,./data/augmented_audio\sad_2295.wav,2.73609977324263,crema
angry,female,normal,./data/augmented_audio\angry_2296.wav,2.73609977324263,crema
sad,female,high,./data/augmented_audio\sad_2297.wav,2.3023129251700682,crema
disgust,female,normal,./data/augmented_audio\disgust_2298.wav,3.2032199546485263,crema
sad,female,normal,./data/augmented_audio\sad_2299.wav,2.5372335600907028,tess
angry,female,normal,./data/augmented_audio\angry_2300.wav,1.6955555555555555,tess
sad,female,normal,./data/augmented_audio\sad_2301.wav,2.4024036281179137,crema
fear,male,normal,./data/augmented_audio\fear_2302.wav,1.668344671201814,crema
fear,male,normal,./data/augmented_audio\fear_2303.wav,3.069750566893424,crema
sad,male,normal,./data/augmented_audio\sad_2304.wav,3.1698412698412697,crema
neutral,female,normal,./data/augmented_audio\neutral_2305.wav,2.6026303854875286,crema
happy,female,normal,./data/augmented_audio\happy_2306.wav,2.6026303854875286,crema
disgust,male,low,./data/augmented_audio\disgust_2307.wav,2.6026303854875286,crema
surprised,female,normal,./data/augmented_audio\surprised_2308.wav,1.9761904761904763,tess
happy,male,normal,./data/augmented_audio\happy_2309.wav,2.635963718820862,crema
fear,female,normal,./data/augmented_audio\fear_2310.wav,2.9696598639455782,crema
happy,female,high,./data/augmented_audio\happy_2311.wav,3.703718820861678,ravdess
happy,female,normal,./data/augmented_audio\happy_2312.wav,2.1188662131519274,tess
happy,male,normal,./data/augmented_audio\happy_2313.wav,2.2756009070294785,crema
happy,female,normal,./data/augmented_audio\happy_2314.wav,2.0314285714285716,tess
sad,female,normal,./data/augmented_audio\sad_2315.wav,2.205170068027211,tess
fear,male,low,./data/augmented_audio\fear_2316.wav,2.802857142857143,crema
angry,male,normal,./data/augmented_audio\angry_2317.wav,2.73609977324263,crema
happy,female,normal,./data/augmented_audio\happy_2318.wav,2.702721088435374,crema
angry,female,high,./data/augmented_audio\angry_2319.wav,4.004036281179138,ravdess
fear,female,high,./data/augmented_audio\fear_2320.wav,1.901904761904762,crema
surprised,female,normal,./data/augmented_audio\surprised_2321.wav,2.231156462585034,tess
sad,male,normal,./data/augmented_audio\sad_2322.wav,2.4024036281179137,crema
surprised,female,normal,./data/augmented_audio\surprised_2323.wav,3.5035374149659866,ravdess
surprised,female,high,./data/augmented_audio\surprised_2324.wav,3.6370068027210882,ravdess
sad,female,normal,./data/augmented_audio\sad_2325.wav,2.364172335600907,tess
angry,female,normal,./data/augmented_audio\angry_2326.wav,2.4691609977324265,crema
fear,female,normal,./data/augmented_audio\fear_2327.wav,2.569251700680272,crema
fear,female,normal,./data/augmented_audio\fear_2328.wav,2.9696598639455782,crema
sad,female,normal,./data/augmented_audio\sad_2329.wav,1.9352834467120181,crema
surprised,female,normal,./data/augmented_audio\surprised_2330.wav,1.7551020408163265,tess
disgust,female,normal,./data/augmented_audio\disgust_2331.wav,3.069750566893424,crema
fear,male,normal,./data/augmented_audio\fear_2332.wav,2.2022222222222223,crema
sad,male,normal,./data/augmented_audio\sad_2333.wav,2.168843537414966,crema
happy,female,normal,./data/augmented_audio\happy_2334.wav,2.000408163265306,tess
surprised,female,normal,./data/augmented_audio\surprised_2335.wav,1.94875283446712,tess
fear,male,normal,./data/augmented_audio\fear_2336.wav,2.4691609977324265,crema
angry,male,normal,./data/augmented_audio\angry_2337.wav,2.3023129251700682,crema
